UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
88.3,2019-01-01,NOVA FRIBURGO - SALINAS,,20,1.4,-22.33472221,15.2,26.3,RJ,,A624,-42.67694443
83.9,2019-01-02,NOVA FRIBURGO - SALINAS,,21.8,0.8,-22.33472221,16.7,28.3,RJ,,A624,-42.67694443
83,2019-01-03,NOVA FRIBURGO - SALINAS,,22.5,29.8,-22.33472221,19.1,29.6,RJ,,A624,-42.67694443
89.5,2019-01-04,NOVA FRIBURGO - SALINAS,,21,10.2,-22.33472221,18,27.3,RJ,,A624,-42.67694443
82.5,2019-01-05,NOVA FRIBURGO - SALINAS,,20.9,11.6,-22.33472221,15.8,26.9,RJ,,A624,-42.67694443
73.7,2019-01-06,NOVA FRIBURGO - SALINAS,,21.8,0.2,-22.33472221,16.7,28.6,RJ,,A624,-42.67694443
76.6,2019-01-07,NOVA FRIBURGO - SALINAS,,20.6,0.2,-22.33472221,12.8,29.1,RJ,,A624,-42.67694443
79.6,2019-01-08,NOVA FRIBURGO - SALINAS,,21.9,0,-22.33472221,14.8,30.2,RJ,,A624,-42.67694443
80.4,2019-01-09,NOVA FRIBURGO - SALINAS,,20.3,0,-22.33472221,16,27,RJ,,A624,-42.67694443
75.9,2019-01-10,NOVA FRIBURGO - SALINAS,,20,0,-22.33472221,14.7,26.4,RJ,,A624,-42.67694443
78.6,2019-01-11,NOVA FRIBURGO - SALINAS,,20.1,0.2,-22.33472221,12.8,28.1,RJ,,A624,-42.67694443
85.3,2019-01-12,NOVA FRIBURGO - SALINAS,,20.6,0,-22.33472221,14.5,26.9,RJ,,A624,-42.67694443
78.5,2019-01-13,NOVA FRIBURGO - SALINAS,,20.5,0,-22.33472221,13.4,27.8,RJ,,A624,-42.67694443
82.1,2019-01-14,NOVA FRIBURGO - SALINAS,,20,0,-22.33472221,13.9,27.4,RJ,,A624,-42.67694443
82.5,2019-01-15,NOVA FRIBURGO - SALINAS,,20.6,0.2,-22.33472221,14,29.3,RJ,,A624,-42.67694443
87.6,2019-01-16,NOVA FRIBURGO - SALINAS,,20.9,3,-22.33472221,16,29.7,RJ,,A624,-42.67694443
84.1,2019-01-17,NOVA FRIBURGO - SALINAS,,20.4,9.2,-22.33472221,14.7,29.8,RJ,,A624,-42.67694443
91.4,2019-01-18,NOVA FRIBURGO - SALINAS,,20.2,0.2,-22.33472221,15.1,28,RJ,,A624,-42.67694443
82.5,2019-01-19,NOVA FRIBURGO - SALINAS,,22.1,2.2,-22.33472221,16.5,28.5,RJ,,A624,-42.67694443
85.8,2019-01-20,NOVA FRIBURGO - SALINAS,,21.8,8,-22.33472221,18.2,28.9,RJ,,A624,-42.67694443
85.2,2019-01-21,NOVA FRIBURGO - SALINAS,,22.2,5.6,-22.33472221,16.8,29,RJ,,A624,-42.67694443
87.2,2019-01-22,NOVA FRIBURGO - SALINAS,,21.7,0.6,-22.33472221,16.4,28.6,RJ,,A624,-42.67694443
85.9,2019-01-23,NOVA FRIBURGO - SALINAS,,21.4,5,-22.33472221,15.2,27.6,RJ,,A624,-42.67694443
78.9,2019-01-24,NOVA FRIBURGO - SALINAS,,21,0,-22.33472221,13.3,29.6,RJ,,A624,-42.67694443
