UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
85.7,2022-01-01,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,72,25.5,0.2,-22.04166666,24.7,27.8,RJ,6.5,A620,-41.05166666
80.3,2022-01-02,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,63,26.2,0,-22.04166666,24.4,29.6,RJ,5.8,A620,-41.05166666
83,2022-01-03,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,66,25.7,0,-22.04166666,24.5,28.8,RJ,6.5,A620,-41.05166666
81.7,2022-01-04,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,67,25.7,0,-22.04166666,24.5,28.6,RJ,7.1,A620,-41.05166666
76.2,2022-01-05,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,58,26.5,0,-22.04166666,24.1,30.4,RJ,8.1,A620,-41.05166666
79.6,2022-01-06,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,62,25.7,0.2,-22.04166666,23.7,30.1,RJ,5.6,A620,-41.05166666
91.1,2022-01-07,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,74,24.5,14.6,-22.04166666,22.4,28.8,RJ,2,A620,-41.05166666
97.5,2022-01-08,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,95,22.4,13.2,-22.04166666,22.2,24.5,RJ,3.4,A620,-41.05166666
97.9,2022-01-09,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,97,21.1,75.6,-22.04166666,20.6,21.6,RJ,2,A620,-41.05166666
91.3,2022-01-10,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,75,23.8,17,-22.04166666,20.5,28.7,RJ,3.5,A620,-41.05166666
87.9,2022-01-11,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,71,25.5,0.6,-22.04166666,22.1,30.3,RJ,3.7,A620,-41.05166666
82.5,2022-01-12,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,67,26.8,0,-22.04166666,24.2,30.8,RJ,3.3,A620,-41.05166666
82.3,2022-01-13,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,67,26,0,-22.04166666,22.5,30.7,RJ,1.6,A620,-41.05166666
76.5,2022-01-14,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,54,26.8,0,-22.04166666,24.3,30.7,RJ,2.4,A620,-41.05166666
79.2,2022-01-15,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,53,26.3,0,-22.04166666,23.9,30.3,RJ,2.6,A620,-41.05166666
78.7,2022-01-16,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,60,26.4,0,-22.04166666,24.2,30.5,RJ,4,A620,-41.05166666
76.5,2022-01-17,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,61,26.8,0,-22.04166666,24.7,30.2,RJ,5.8,A620,-41.05166666
82.1,2022-01-18,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,66,26.8,0,-22.04166666,24.6,30.6,RJ,5.4,A620,-41.05166666
80.8,2022-01-19,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,54,26.9,0,-22.04166666,24.5,31.3,RJ,4.6,A620,-41.05166666
81,2022-01-20,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,59,26.8,0,-22.04166666,23.3,31.3,RJ,3.8,A620,-41.05166666
80.1,2022-01-21,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,64,26.4,0,-22.04166666,23.2,29.9,RJ,3,A620,-41.05166666
78.1,2022-01-22,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,57,26.8,0,-22.04166666,24.4,30.9,RJ,2.9,A620,-41.05166666
75.3,2022-01-23,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,54,27,0,-22.04166666,24,30.7,RJ,3.7,A620,-41.05166666
76.7,2022-01-24,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,58,26.9,0,-22.04166666,24.2,30.5,RJ,4.5,A620,-41.05166666
80,2022-01-25,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,57,26.5,0,-22.04166666,23.7,30.6,RJ,2.9,A620,-41.05166666
76.9,2022-01-26,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,56,26.3,0,-22.04166666,23.7,29.8,RJ,5.5,A620,-41.05166666
72.2,2022-01-27,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,52,26.7,0,-22.04166666,23.8,30.7,RJ,6.8,A620,-41.05166666
77.4,2022-01-28,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,56,27.1,0,-22.04166666,24.1,32.2,RJ,6,A620,-41.05166666
77.8,2022-01-29,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,59,26.8,0,-22.04166666,24.3,31.5,RJ,5.4,A620,-41.05166666
82.7,2022-01-30,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,50,26.1,4.8,-22.04166666,21.6,33.5,RJ,3,A620,-41.05166666
79.3,2022-01-31,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,46,27.1,0.2,-22.04166666,22.1,36.2,RJ,2.8,A620,-41.05166666
78.2,2022-02-01,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,43,27.5,0,-22.04166666,24.1,36.4,RJ,3.1,A620,-41.05166666
90.2,2022-02-02,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,75,25.2,7,-22.04166666,23.5,28.6,RJ,1.9,A620,-41.05166666
95.2,2022-02-03,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,90,24.4,2.4,-22.04166666,23.5,26,RJ,1.6,A620,-41.05166666
86.5,2022-02-04,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,64,26.2,2,-22.04166666,23.7,30.9,RJ,3.2,A620,-41.05166666
81.3,2022-02-05,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,65,26.7,0.2,-22.04166666,24.6,30.1,RJ,7.1,A620,-41.05166666
77.5,2022-02-06,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,63,26.5,0,-22.04166666,23.7,30.3,RJ,7.1,A620,-41.05166666
79.2,2022-02-07,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,61,26.8,0,-22.04166666,24.3,30.8,RJ,6.9,A620,-41.05166666
83.2,2022-02-08,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,60,25.7,0,-22.04166666,24.3,31.4,RJ,4,A620,-41.05166666
90.8,2022-02-09,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,76,21.4,20.6,-22.04166666,19.1,24.7,RJ,3.1,A620,-41.05166666
91.6,2022-02-10,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,79,22,0.2,-22.04166666,20.8,24.8,RJ,2.7,A620,-41.05166666
92.1,2022-02-11,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,79,22.7,8.2,-22.04166666,21.3,25.5,RJ,2,A620,-41.05166666
90.2,2022-02-12,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,79,24.1,0.2,-22.04166666,22.5,26.5,RJ,2,A620,-41.05166666
87.1,2022-02-13,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,68,25.2,0,-22.04166666,22.5,29,RJ,2.7,A620,-41.05166666
80.3,2022-02-14,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,60,27,0.2,-22.04166666,24.6,30.7,RJ,5.5,A620,-41.05166666
87.8,2022-02-15,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,78,25.6,0,-22.04166666,23.4,28,RJ,3.1,A620,-41.05166666
86.8,2022-02-16,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,73,25.3,0,-22.04166666,24.2,27.5,RJ,2.8,A620,-41.05166666
83.5,2022-02-17,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,68,25.3,0,-22.04166666,22,29.1,RJ,2.2,A620,-41.05166666
84,2022-02-18,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,65,26,0,-22.04166666,25,30,RJ,3.8,A620,-41.05166666
93.2,2022-02-19,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,78,23.8,11.6,-22.04166666,22.1,26.9,RJ,1.2,A620,-41.05166666
87.1,2022-02-20,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,68,25.6,25.4,-22.04166666,22.9,29.9,RJ,3.2,A620,-41.05166666
82,2022-02-21,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,62,26.7,0,-22.04166666,24.9,31.1,RJ,4.7,A620,-41.05166666
81.7,2022-02-22,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,54,26.5,0,-22.04166666,23.9,31,RJ,4.1,A620,-41.05166666
82.8,2022-02-23,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,62,26.4,0,-22.04166666,23.9,30.4,RJ,4.8,A620,-41.05166666
88.1,2022-02-24,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,75,25.3,0,-22.04166666,21.7,28.7,RJ,2.3,A620,-41.05166666
90.3,2022-02-25,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,77,25.6,0,-22.04166666,23.4,28.8,RJ,2.2,A620,-41.05166666
81.2,2022-02-26,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,56,27,0,-22.04166666,23.7,31.3,RJ,2.3,A620,-41.05166666
81.1,2022-02-27,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,56,26.9,0,-22.04166666,23.8,31.2,RJ,2.4,A620,-41.05166666
77.4,2022-02-28,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,52,27.1,0,-22.04166666,24.5,31.1,RJ,4.4,A620,-41.05166666
75.2,2022-03-01,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,45,27.2,0,-22.04166666,24.6,31.7,RJ,5.7,A620,-41.05166666
74.3,2022-03-02,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,46,27.3,0,-22.04166666,24.5,32.3,RJ,5.8,A620,-41.05166666
77.3,2022-03-03,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,57,27,0,-22.04166666,24.3,31.4,RJ,5.9,A620,-41.05166666
77,2022-03-04,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,48,27.3,0,-22.04166666,24.3,32.2,RJ,5.1,A620,-41.05166666
76.8,2022-03-05,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,46,27,0,-22.04166666,24.1,31.9,RJ,4.5,A620,-41.05166666
78.5,2022-03-06,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,52,27,0,-22.04166666,24,31.6,RJ,3.9,A620,-41.05166666
76.7,2022-03-07,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,53,27.1,0,-22.04166666,24.1,31.5,RJ,4,A620,-41.05166666
78.5,2022-03-08,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,57,26.9,0,-22.04166666,23.6,31.2,RJ,3.8,A620,-41.05166666
83.2,2022-03-09,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,58,26.5,0,-22.04166666,23.6,31.1,RJ,2.3,A620,-41.05166666
79,2022-03-10,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,56,26.9,0,-22.04166666,24.1,31.3,RJ,3.3,A620,-41.05166666
77.4,2022-03-11,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,51,27,0,-22.04166666,24.4,31.9,RJ,5.1,A620,-41.05166666
75.3,2022-03-12,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,53,27.3,0,-22.04166666,24.7,31.6,RJ,5.5,A620,-41.05166666
80.2,2022-03-13,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,55,26.5,0,-22.04166666,21.4,31.6,RJ,3.1,A620,-41.05166666
78.4,2022-03-14,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,58,27.2,0,-22.04166666,24.3,31.4,RJ,4.7,A620,-41.05166666
78.1,2022-03-15,CAMPOS DOS GOYTACAZES - SÃO TOMÉ,54,27.4,0,-22.04166666,24.4,32.2,RJ,5.2,A620,-41.05166666
