DT_MEDICAO,TEMP_MIN,TEMP_MED,TEMP_MAX,CHUVA,UMID_MIN,UMID_MED,VEL_VENTO_MED
2017-01-01,24.9,27.0,31.2,0.0,50.0,68.4,7.7
2017-01-02,24.2,27.2,31.8,0.0,50.0,69.3,5.3
2017-01-03,21.6,25.7,28.9,0.0,64.0,77.6,2.4
2017-01-04,24.6,27.2,31.3,0.0,49.0,69.5,6.8
2017-01-05,24.9,27.2,31.1,0.0,52.0,68.5,7.8
2017-01-06,24.5,27.1,30.7,0.0,55.0,68.4,6.5
2017-01-07,24.4,26.8,30.7,0.0,50.0,68.1,6.7
2017-01-08,24.8,26.9,30.3,0.0,48.0,67.2,7.8
2017-01-09,24.9,26.7,30.3,0.0,53.0,67.3,8.2
2017-01-10,24.5,26.9,30.4,0.0,51.0,66.7,8.0
2017-01-11,24.5,26.9,30.6,0.0,54.0,68.8,7.5
2017-01-12,23.9,26.3,32.1,0.0,52.0,73.5,3.4
2017-01-13,21.6,24.4,28.3,20.2,69.0,83.7,1.9
2017-01-14,22.3,25.4,28.8,39.4,64.0,78.4,4.7
2017-01-15,24.3,26.6,30.7,0.0,55.0,72.4,6.6
2017-01-16,23.6,26.1,29.8,1.8,57.0,73.3,6.4
2017-01-17,23.9,26.1,29.7,0.0,52.0,71.2,6.9
2017-01-18,24.1,26.3,29.6,0.0,55.0,70.2,7.2
2017-01-19,24.0,26.3,31.0,0.0,49.0,69.1,7.1
2017-01-20,23.6,26.1,30.3,0.0,54.0,73.9,3.9
2017-01-21,22.5,26.2,31.0,0.0,53.0,75.9,2.9
2017-01-22,24.2,26.5,31.3,0.0,51.0,72.7,3.3
2017-01-23,24.4,26.7,30.4,0.0,54.0,73.6,4.5
2017-01-24,24.8,26.9,31.1,0.0,49.0,72.0,5.9
2017-01-25,24.8,27.0,30.6,0.0,53.0,69.3,7.8
2017-01-26,24.5,27.0,31.3,0.0,47.0,67.2,7.9
2017-01-27,24.8,27.0,30.8,0.0,51.0,67.6,7.9
2017-01-28,23.8,26.6,31.1,0.0,57.0,73.8,4.9
2017-01-29,23.1,26.4,29.6,0.4,62.0,75.8,2.8
2017-01-30,24.3,26.4,29.6,0.0,62.0,77.3,2.4
2017-01-31,24.4,26.6,30.3,0.0,56.0,74.8,2.3
2017-02-01,23.9,26.9,31.1,0.0,52.0,72.4,2.8
2017-02-02,25.4,27.3,31.5,0.0,48.0,69.5,5.0
2017-02-03,25.4,26.7,30.7,0.0,58.0,74.5,6.0
2017-02-04,24.2,26.6,30.5,2.0,54.0,73.5,6.1
2017-02-05,25.0,27.1,31.2,0.0,54.0,71.4,6.1
2017-02-06,25.2,26.3,29.7,0.0,58.0,74.3,6.4
2017-02-07,23.8,27.2,31.8,1.6,51.0,71.3,5.6
2017-02-08,21.4,24.0,26.6,0.0,76.0,84.1,2.6
2017-02-09,22.4,24.2,26.9,1.0,69.0,79.4,3.5
2017-02-10,23.4,25.9,31.0,0.0,51.0,76.1,2.6
2017-02-11,23.6,26.9,31.2,0.0,55.0,73.8,3.1
2017-02-12,24.6,27.3,30.9,0.0,54.0,71.2,4.3
2017-02-13,24.3,27.3,31.1,0.0,54.0,70.3,4.6
2017-02-14,23.0,26.3,30.8,6.4,55.0,76.2,2.9
2017-02-15,24.9,27.1,30.6,0.8,62.0,75.6,2.8
2017-02-16,22.9,26.9,30.6,0.0,60.0,74.5,2.5
2017-02-17,23.2,26.9,31.3,0.0,53.0,73.0,3.1
2017-02-18,24.1,27.5,32.0,0.0,38.0,70.7,3.8
2017-02-19,24.7,27.6,32.0,0.0,52.0,72.2,4.0
2017-02-20,23.5,27.0,30.5,0.0,62.0,75.5,3.0
2017-02-21,24.8,26.9,30.3,0.0,58.0,73.6,2.6
2017-02-22,22.9,26.3,30.5,0.0,57.0,76.7,2.4
2017-02-23,23.6,27.4,32.0,0.0,43.0,70.2,4.1
2017-02-24,25.2,27.7,32.3,0.0,40.0,67.5,6.0
2017-02-25,24.1,27.1,32.9,0.0,48.0,71.6,3.7
2017-02-26,22.2,26.8,31.5,0.0,47.0,70.5,3.9
2017-02-27,24.6,26.8,31.7,0.0,54.0,74.1,3.2
2017-02-28,24.3,26.6,30.8,0.2,56.0,74.7,4.4
2017-03-01,24.7,27.2,32.3,0.0,48.0,70.5,5.7
2017-03-02,24.5,27.1,31.9,0.0,51.0,71.8,6.5
2017-03-03,24.9,27.0,31.7,0.0,49.0,69.8,6.6
2017-03-04,24.5,26.6,31.2,0.0,50.0,71.6,6.3
2017-03-05,24.2,27.4,32.6,0.0,48.0,68.6,5.9
2017-03-06,24.2,26.1,28.6,0.0,69.0,77.2,2.1
2017-03-07,23.9,25.9,29.0,0.0,68.0,77.8,1.8
2017-03-08,24.4,25.9,28.1,0.0,74.0,82.5,2.0
2017-03-09,24.7,26.7,30.3,0.0,59.0,77.8,2.7
2017-03-10,25.1,27.6,31.8,0.0,43.0,67.9,5.2
2017-03-11,25.1,27.6,31.8,0.0,40.0,65.8,6.6
2017-03-12,23.2,26.9,31.3,0.0,47.0,71.2,4.7
2017-03-13,24.2,27.0,32.4,0.0,45.0,69.2,4.7
2017-03-14,23.0,24.9,27.3,0.0,75.0,82.8,2.4
2017-03-15,21.6,24.9,28.8,0.0,62.0,80.2,2.3
2017-03-16,23.0,26.3,31.4,3.0,49.0,74.6,2.7
2017-03-17,25.1,27.9,32.2,0.0,47.0,68.5,5.0
2017-03-18,24.4,25.4,27.5,0.0,70.0,80.1,3.4
2017-03-19,23.1,23.3,25.0,0.0,78.0,85.4,2.7
2017-03-20,21.1,22.5,24.2,19.0,69.0,82.8,4.1
2017-03-21,19.2,23.2,27.1,0.2,63.0,75.7,4.1
