UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
78.3,2019-01-01,SILVA JARDIM,43,26.8,0,-22.64583333,21.7,35.8,RJ,1.1,A659,-42.41555555
77.8,2019-01-02,SILVA JARDIM,45,27.5,29,-22.64583333,21.9,35.8,RJ,1.2,A659,-42.41555555
74.5,2019-01-03,SILVA JARDIM,33,28.9,2,-22.64583333,23.2,38.9,RJ,1.1,A659,-42.41555555
71.8,2019-01-04,SILVA JARDIM,34,28.2,1.2,-22.64583333,23,37.6,RJ,1.2,A659,-42.41555555
79,2019-01-05,SILVA JARDIM,59,26.6,0,-22.64583333,22.4,32.1,RJ,1.4,A659,-42.41555555
75.4,2019-01-06,SILVA JARDIM,43,27.6,4.4,-22.64583333,21.9,35.6,RJ,1.2,A659,-42.41555555
74.5,2019-01-07,SILVA JARDIM,43,27.7,0.2,-22.64583333,20.7,36.7,RJ,1.3,A659,-42.41555555
70.9,2019-01-08,SILVA JARDIM,40,28.2,0,-22.64583333,21.5,37.1,RJ,1.3,A659,-42.41555555
70.4,2019-01-09,SILVA JARDIM,36,27,0,-22.64583333,21.4,34.7,RJ,2.3,A659,-42.41555555
65.3,2019-01-10,SILVA JARDIM,37,27.9,0,-22.64583333,23.4,34.8,RJ,2.8,A659,-42.41555555
72.7,2019-01-11,SILVA JARDIM,40,27.2,0,-22.64583333,20.3,35.7,RJ,1.5,A659,-42.41555555
75.5,2019-01-12,SILVA JARDIM,49,26.8,0,-22.64583333,21.1,33.9,RJ,1.5,A659,-42.41555555
72.3,2019-01-13,SILVA JARDIM,40,26.8,0,-22.64583333,20.1,33.9,RJ,1.7,A659,-42.41555555
70.4,2019-01-14,SILVA JARDIM,38,27.4,0,-22.64583333,20.7,35.6,RJ,1.8,A659,-42.41555555
70.4,2019-01-15,SILVA JARDIM,37,28.1,0,-22.64583333,21,38.2,RJ,1.3,A659,-42.41555555
69,2019-01-16,SILVA JARDIM,38,29.4,0,-22.64583333,23,38.5,RJ,1.2,A659,-42.41555555
65.1,2019-01-17,SILVA JARDIM,30,29.1,0,-22.64583333,22.2,38.8,RJ,1.3,A659,-42.41555555
73.2,2019-01-18,SILVA JARDIM,42,28.3,0,-22.64583333,23.1,37,RJ,1.1,A659,-42.41555555
71.6,2019-01-19,SILVA JARDIM,40,28.5,0,-22.64583333,22.3,37,RJ,1.1,A659,-42.41555555
72.6,2019-01-20,SILVA JARDIM,36,28.4,0,-22.64583333,23.4,37.6,RJ,1,A659,-42.41555555
68.6,2019-01-21,SILVA JARDIM,38,29,0,-22.64583333,22.5,38.6,RJ,1.3,A659,-42.41555555
70.3,2019-01-22,SILVA JARDIM,43,28.7,0,-22.64583333,22.6,36.9,RJ,1.1,A659,-42.41555555
68.1,2019-01-23,SILVA JARDIM,33,28.6,0,-22.64583333,22.4,37.4,RJ,1.3,A659,-42.41555555
68.5,2019-01-24,SILVA JARDIM,33,28.2,0,-22.64583333,21.1,38.6,RJ,1.6,A659,-42.41555555
78.8,2019-01-25,SILVA JARDIM,47,25.3,0,-22.64583333,21.9,34.3,RJ,1.2,A659,-42.41555555
78.9,2019-01-26,SILVA JARDIM,51,25.4,8.8,-22.64583333,20.4,33.7,RJ,1.6,A659,-42.41555555
69.2,2019-01-27,SILVA JARDIM,38,28.2,0.2,-22.64583333,20.9,35.9,RJ,2.3,A659,-42.41555555
70.5,2019-01-28,SILVA JARDIM,44,28.2,0,-22.64583333,20.9,36.2,RJ,1.9,A659,-42.41555555
68.6,2019-01-29,SILVA JARDIM,30,28.8,0,-22.64583333,21.4,38.7,RJ,1.3,A659,-42.41555555
66,2019-01-30,SILVA JARDIM,27,29,0,-22.64583333,21.6,39.7,RJ,1.2,A659,-42.41555555
65.3,2019-01-31,SILVA JARDIM,28,28.7,0,-22.64583333,20.8,39.2,RJ,1.2,A659,-42.41555555
67.1,2019-02-01,SILVA JARDIM,35,28.2,0,-22.64583333,20.4,37.4,RJ,1.1,A659,-42.41555555
