UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
71.3,2021-01-01,CAMPOS DOS GOYTACAZES,45,26.5,0,-21.71472222,21.5,34.5,RJ,2.2,A607,-41.34388888
81.3,2021-01-02,CAMPOS DOS GOYTACAZES,60,24.9,0,-21.71472222,22.2,29.3,RJ,1.5,A607,-41.34388888
82.1,2021-01-03,CAMPOS DOS GOYTACAZES,48,24.6,4.8,-21.71472222,22.2,32.2,RJ,2.2,A607,-41.34388888
83.3,2021-01-04,CAMPOS DOS GOYTACAZES,58,24.5,38.8,-21.71472222,21.7,30.1,RJ,2.6,A607,-41.34388888
75.8,2021-01-05,CAMPOS DOS GOYTACAZES,50,26.7,0,-21.71472222,22.3,33.4,RJ,3,A607,-41.34388888
75,2021-01-06,CAMPOS DOS GOYTACAZES,47,26.9,0,-21.71472222,22.3,35.1,RJ,2.9,A607,-41.34388888
73.4,2021-01-07,CAMPOS DOS GOYTACAZES,49,27,0,-21.71472222,22.5,34.5,RJ,3.7,A607,-41.34388888
73.3,2021-01-08,CAMPOS DOS GOYTACAZES,54,27.6,0,-21.71472222,23.6,34.2,RJ,2.6,A607,-41.34388888
78.8,2021-01-09,CAMPOS DOS GOYTACAZES,49,26.7,0,-21.71472222,22.8,34.1,RJ,2.1,A607,-41.34388888
76.4,2021-01-10,CAMPOS DOS GOYTACAZES,58,26.9,0,-21.71472222,23.2,32.5,RJ,3.9,A607,-41.34388888
73.7,2021-01-11,CAMPOS DOS GOYTACAZES,53,26.9,0,-21.71472222,23.3,32,RJ,4,A607,-41.34388888
70,2021-01-12,CAMPOS DOS GOYTACAZES,46,26.8,0,-21.71472222,22.2,32.2,RJ,4.2,A607,-41.34388888
69,2021-01-13,CAMPOS DOS GOYTACAZES,44,26.7,0,-21.71472222,23.5,31.5,RJ,4.7,A607,-41.34388888
