UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
88,2022-01-01,PARATY,63,24.9,18,-23.2236111,22.3,29.2,RJ,1,A619,-44.72694443
86.2,2022-01-02,PARATY,58,25.6,0,-23.2236111,22.9,31.2,RJ,1.4,A619,-44.72694443
84,2022-01-03,PARATY,61,25.7,2.8,-23.2236111,21.8,31.4,RJ,1.4,A619,-44.72694443
81.4,2022-01-04,PARATY,54,27,0.8,-23.2236111,23.1,32.9,RJ,1.3,A619,-44.72694443
88.8,2022-01-05,PARATY,65,26,4,-23.2236111,23.7,29.7,RJ,1.3,A619,-44.72694443
91.7,2022-01-06,PARATY,66,25.3,0.8,-23.2236111,23.6,31,RJ,1.4,A619,-44.72694443
92.1,2022-01-07,PARATY,67,23.9,105.6,-23.2236111,22.8,27.3,RJ,1.2,A619,-44.72694443
94.8,2022-01-08,PARATY,80,22,25.2,-23.2236111,21.2,24.3,RJ,1.4,A619,-44.72694443
93.2,2022-01-09,PARATY,78,21.5,15.8,-23.2236111,20.5,23.8,RJ,1.2,A619,-44.72694443
87.7,2022-01-10,PARATY,65,22.1,3.8,-23.2236111,19.2,26.7,RJ,1.2,A619,-44.72694443
91.6,2022-01-11,PARATY,69,23.5,1.8,-23.2236111,21.1,28.5,RJ,1.1,A619,-44.72694443
88.1,2022-01-12,PARATY,70,24.7,30.8,-23.2236111,21.6,29.1,RJ,1.2,A619,-44.72694443
90.3,2022-01-13,PARATY,66,24.7,4.4,-23.2236111,22,29.8,RJ,1.3,A619,-44.72694443
83.7,2022-01-14,PARATY,63,26.6,1.2,-23.2236111,22.7,31,RJ,1.5,A619,-44.72694443
85.9,2022-01-15,PARATY,68,26.6,0.2,-23.2236111,23.9,30.7,RJ,1.3,A619,-44.72694443
80.8,2022-01-16,PARATY,56,26.6,0,-23.2236111,22.9,31.8,RJ,1.5,A619,-44.72694443
77,2022-01-17,PARATY,41,26.8,1,-23.2236111,21.2,33.3,RJ,1.6,A619,-44.72694443
73.6,2022-01-18,PARATY,44,28.8,0,-23.2236111,23.2,36.5,RJ,1.8,A619,-44.72694443
80,2022-01-19,PARATY,61,28.2,0,-23.2236111,24.1,33,RJ,2,A619,-44.72694443
79.9,2022-01-20,PARATY,61,27.9,0,-23.2236111,24.1,32.6,RJ,1.7,A619,-44.72694443
78.3,2022-01-21,PARATY,62,27.1,0,-23.2236111,23.1,31.4,RJ,1.8,A619,-44.72694443
78.4,2022-01-22,PARATY,57,27.1,1.8,-23.2236111,23.8,32.2,RJ,1.7,A619,-44.72694443
76.4,2022-01-23,PARATY,56,27.2,0,-23.2236111,22.6,32.3,RJ,1.9,A619,-44.72694443
80.8,2022-01-24,PARATY,62,26.8,0,-23.2236111,22.5,31.6,RJ,1.8,A619,-44.72694443
78.2,2022-01-25,PARATY,57,26.9,0,-23.2236111,22.1,32,RJ,2,A619,-44.72694443
76.5,2022-01-26,PARATY,53,27.4,0,-23.2236111,22.6,32.8,RJ,1.8,A619,-44.72694443
68.8,2022-01-27,PARATY,38,28.7,0,-23.2236111,22.6,36.1,RJ,1.9,A619,-44.72694443
84.4,2022-01-28,PARATY,61,25.8,3.2,-23.2236111,23,30.8,RJ,1.7,A619,-44.72694443
92.7,2022-01-29,PARATY,78,24.1,34.8,-23.2236111,22.6,26.3,RJ,1,A619,-44.72694443
93.5,2022-01-30,PARATY,78,24.1,31,-23.2236111,22.2,26.2,RJ,0.7,A619,-44.72694443
92.5,2022-01-31,PARATY,77,24.8,5,-23.2236111,23.2,27.4,RJ,0.8,A619,-44.72694443
89.6,2022-02-01,PARATY,65,25.1,16.4,-23.2236111,22.6,30.7,RJ,1.1,A619,-44.72694443
92.6,2022-02-02,PARATY,64,24.7,13.8,-23.2236111,23.4,29.6,RJ,1,A619,-44.72694443
87.8,2022-02-03,PARATY,70,24.8,17,-23.2236111,22.3,28.6,RJ,1.3,A619,-44.72694443
86.1,2022-02-04,PARATY,67,26,2.8,-23.2236111,23.2,29.9,RJ,1.4,A619,-44.72694443
83.8,2022-02-05,PARATY,50,26.8,1.6,-23.2236111,23.1,33.1,RJ,1.3,A619,-44.72694443
86.3,2022-02-06,PARATY,59,26.3,8.6,-23.2236111,23.4,32.3,RJ,1.5,A619,-44.72694443
94.8,2022-02-07,PARATY,81,24.4,18.2,-23.2236111,23.6,27.4,RJ,0.9,A619,-44.72694443
85.3,2022-02-08,PARATY,73,23.7,44.2,-23.2236111,22.1,26.7,RJ,1.4,A619,-44.72694443
84.6,2022-02-09,PARATY,61,23,0,-23.2236111,20.1,28,RJ,1.4,A619,-44.72694443
82,2022-02-10,PARATY,58,23.7,2.4,-23.2236111,20.6,28.7,RJ,1.7,A619,-44.72694443
81.9,2022-02-11,PARATY,60,23.8,0.6,-23.2236111,19.5,29.1,RJ,1.8,A619,-44.72694443
87.4,2022-02-12,PARATY,63,23.8,8,-23.2236111,21.4,28.3,RJ,1.5,A619,-44.72694443
85.6,2022-02-13,PARATY,66,24.2,1.6,-23.2236111,20.8,28.1,RJ,1.4,A619,-44.72694443
81.8,2022-02-14,PARATY,62,26.4,0.2,-23.2236111,22.7,31.2,RJ,1.5,A619,-44.72694443
