UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
80.3,2019-01-01,PARATY,62,26.5,0,-23.2236111,21.9,31,RJ,1.7,A619,-44.72694443
80.1,2019-01-02,PARATY,57,27.6,0,-23.2236111,24,32.5,RJ,1.6,A619,-44.72694443
77.8,2019-01-03,PARATY,45,28,2.4,-23.2236111,23.9,35.5,RJ,2,A619,-44.72694443
70.7,2019-01-04,PARATY,45,28.7,5.4,-23.2236111,24.5,34.7,RJ,1.6,A619,-44.72694443
86,2019-01-05,PARATY,62,25.3,110,-23.2236111,22.7,30.8,RJ,1.6,A619,-44.72694443
81.1,2019-01-06,PARATY,64,26.9,50.6,-23.2236111,23.1,31.6,RJ,1.7,A619,-44.72694443
72.8,2019-01-07,PARATY,37,29,0.2,-23.2236111,22.7,36.7,RJ,1.8,A619,-44.72694443
69.9,2019-01-08,PARATY,39,29.5,0,-23.2236111,23.4,36,RJ,1.8,A619,-44.72694443
75.2,2019-01-09,PARATY,53,28.1,0,-23.2236111,23.5,33.6,RJ,2.1,A619,-44.72694443
71.4,2019-01-10,PARATY,39,28.8,0,-23.2236111,23.7,35.5,RJ,2,A619,-44.72694443
74.9,2019-01-11,PARATY,56,28.1,0,-23.2236111,22.9,33.5,RJ,1.9,A619,-44.72694443
76.2,2019-01-12,PARATY,58,27.4,0,-23.2236111,22.6,32.7,RJ,1.9,A619,-44.72694443
74.8,2019-01-13,PARATY,51,27.1,0,-23.2236111,22,32.3,RJ,2.1,A619,-44.72694443
75.8,2019-01-14,PARATY,57,27.8,0,-23.2236111,22.8,32.8,RJ,1.9,A619,-44.72694443
76.3,2019-01-15,PARATY,57,28.1,0,-23.2236111,24,33.5,RJ,1.9,A619,-44.72694443
75.7,2019-01-16,PARATY,52,28.3,7,-23.2236111,22.9,34.3,RJ,1.9,A619,-44.72694443
65.3,2019-01-17,PARATY,36,28.9,4.2,-23.2236111,21.9,35.5,RJ,2.3,A619,-44.72694443
72.8,2019-01-18,PARATY,50,28.3,0,-23.2236111,23,33.9,RJ,1.7,A619,-44.72694443
76.8,2019-01-19,PARATY,60,28,1.8,-23.2236111,23.4,33.7,RJ,1.4,A619,-44.72694443
79.4,2019-01-20,PARATY,59,27.9,31.2,-23.2236111,23.6,33,RJ,1.6,A619,-44.72694443
79.2,2019-01-21,PARATY,58,27.5,0.6,-23.2236111,23.6,33.6,RJ,1.9,A619,-44.72694443
78.9,2019-01-22,PARATY,57,27.6,4,-23.2236111,23.9,33.1,RJ,1.6,A619,-44.72694443
78,2019-01-23,PARATY,64,28,0.2,-23.2236111,23.6,32.8,RJ,1.8,A619,-44.72694443
78.3,2019-01-24,PARATY,57,28.1,0,-23.2236111,24.1,33.5,RJ,1.8,A619,-44.72694443
90.3,2019-01-25,PARATY,82,24,8.2,-23.2236111,22.9,26.3,RJ,1.7,A619,-44.72694443
79.9,2019-01-26,PARATY,50,23.9,8.8,-23.2236111,20,31.2,RJ,1.7,A619,-44.72694443
73.7,2019-01-27,PARATY,43,27,1.8,-23.2236111,21.4,34.5,RJ,1.9,A619,-44.72694443
73.7,2019-01-28,PARATY,40,28.4,0.2,-23.2236111,21.9,36.3,RJ,1.9,A619,-44.72694443
74.5,2019-01-29,PARATY,52,28.7,0,-23.2236111,22.8,34.6,RJ,1.8,A619,-44.72694443
74.5,2019-01-30,PARATY,50,28.5,0,-23.2236111,21.9,33.9,RJ,1.9,A619,-44.72694443
69.5,2019-01-31,PARATY,41,28.1,0,-23.2236111,21,34.9,RJ,2.1,A619,-44.72694443
68.3,2019-02-01,PARATY,35,27.8,0,-23.2236111,20.4,34.7,RJ,2.2,A619,-44.72694443
74.8,2019-02-02,PARATY,57,28.3,0,-23.2236111,22.3,34.2,RJ,1.9,A619,-44.72694443
73.7,2019-02-03,PARATY,40,28.5,0,-23.2236111,24.3,34.7,RJ,2,A619,-44.72694443
88.9,2019-02-04,PARATY,74,23.5,27.2,-23.2236111,22.1,25.8,RJ,1.4,A619,-44.72694443
91.2,2019-02-05,PARATY,79,21.9,14.4,-23.2236111,21.1,24.3,RJ,1.1,A619,-44.72694443
89,2019-02-06,PARATY,69,21.9,14.2,-23.2236111,20.2,25.7,RJ,1.4,A619,-44.72694443
82.8,2019-02-07,PARATY,61,23.2,20.8,-23.2236111,19.6,28,RJ,1.3,A619,-44.72694443
79.2,2019-02-08,PARATY,58,24.6,0.2,-23.2236111,19.9,30,RJ,1.9,A619,-44.72694443
76,2019-02-09,PARATY,58,25.5,0,-23.2236111,19.3,30.8,RJ,2.4,A619,-44.72694443
74.9,2019-02-10,PARATY,50,27.2,0,-23.2236111,21.3,33,RJ,1.8,A619,-44.72694443
71.3,2019-02-11,PARATY,41,29,0,-23.2236111,23.9,35.9,RJ,1.6,A619,-44.72694443
77.7,2019-02-12,PARATY,57,27.6,0,-23.2236111,24.3,34,RJ,1.8,A619,-44.72694443
91.1,2019-02-13,PARATY,81,23.4,85.8,-23.2236111,22.9,25.4,RJ,1.6,A619,-44.72694443
82.9,2019-02-14,PARATY,55,22.8,8.2,-23.2236111,20.2,27,RJ,1.4,A619,-44.72694443
81.1,2019-02-15,PARATY,57,23.7,0,-23.2236111,19.7,28.9,RJ,1.5,A619,-44.72694443
86.5,2019-02-16,PARATY,73,25.3,4.4,-23.2236111,22.7,29,RJ,1.1,A619,-44.72694443
