UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
75,2018-01-01,VALENÇA,45,25.1,1.2,-22.35805555,20.6,32.5,RJ,1.5,A611,-43.69555555
78.5,2018-01-02,VALENÇA,41,25.2,2.2,-22.35805555,21.4,34.2,RJ,1.9,A611,-43.69555555
76,2018-01-03,VALENÇA,46,25.8,0,-22.35805555,22.5,32.2,RJ,1.9,A611,-43.69555555
88.7,2018-01-04,VALENÇA,73,21.8,39.6,-22.35805555,20.7,24.4,RJ,1.4,A611,-43.69555555
89.9,2018-01-05,VALENÇA,77,21.6,6.8,-22.35805555,18.9,25.5,RJ,1.2,A611,-43.69555555
84.4,2018-01-06,VALENÇA,63,23.2,22.4,-22.35805555,21,28.9,RJ,1.8,A611,-43.69555555
88,2018-01-07,VALENÇA,62,22.7,22.2,-22.35805555,20.7,29.4,RJ,0.7,A611,-43.69555555
84.6,2018-01-08,VALENÇA,58,23,46.8,-22.35805555,20,29.4,RJ,1.2,A611,-43.69555555
74.5,2018-01-09,VALENÇA,40,24.9,0.4,-22.35805555,20.6,31.2,RJ,1.5,A611,-43.69555555
73.2,2018-01-10,VALENÇA,42,25.1,0,-22.35805555,20.7,31.4,RJ,1.4,A611,-43.69555555
72.9,2018-01-11,VALENÇA,47,24.9,0,-22.35805555,20.2,30.4,RJ,1.8,A611,-43.69555555
81.8,2018-01-12,VALENÇA,60,23.6,0,-22.35805555,21.1,28.8,RJ,1.3,A611,-43.69555555
79.8,2018-01-13,VALENÇA,57,23.6,19,-22.35805555,19.4,30.4,RJ,1.8,A611,-43.69555555
81.6,2018-01-14,VALENÇA,51,22.9,14,-22.35805555,19.2,29.8,RJ,1.9,A611,-43.69555555
75.7,2018-01-15,VALENÇA,40,24.1,0,-22.35805555,20.5,32.7,RJ,2,A611,-43.69555555
71.8,2018-01-16,VALENÇA,43,25.5,0,-22.35805555,19.8,33.8,RJ,1.3,A611,-43.69555555
69.1,2018-01-17,VALENÇA,29,26.7,0.2,-22.35805555,19.4,35.2,RJ,0.9,A611,-43.69555555
62.5,2018-01-18,VALENÇA,30,27.4,0,-22.35805555,20.9,35.1,RJ,1.9,A611,-43.69555555
63.7,2018-01-19,VALENÇA,27,26.9,0,-22.35805555,20.4,35.5,RJ,1.9,A611,-43.69555555
75.6,2018-01-20,VALENÇA,36,25.2,0,-22.35805555,21.1,34.2,RJ,1.2,A611,-43.69555555
79.8,2018-01-21,VALENÇA,49,24.4,12,-22.35805555,19.6,32.5,RJ,1.2,A611,-43.69555555
80.5,2018-01-22,VALENÇA,44,24.2,27.2,-22.35805555,20.3,33.5,RJ,1.3,A611,-43.69555555
76.7,2018-01-23,VALENÇA,49,24.7,13.4,-22.35805555,19.4,32.5,RJ,1.9,A611,-43.69555555
74.1,2018-01-24,VALENÇA,50,25.7,2.6,-22.35805555,20.2,32.4,RJ,1.5,A611,-43.69555555
74,2018-01-25,VALENÇA,41,25.3,0.2,-22.35805555,19.7,33.3,RJ,1.5,A611,-43.69555555
80.4,2018-01-26,VALENÇA,52,24.6,0,-22.35805555,20.8,31.2,RJ,1.4,A611,-43.69555555
82.1,2018-01-27,VALENÇA,67,23.1,5.8,-22.35805555,21.8,26.6,RJ,2.2,A611,-43.69555555
73.7,2018-01-28,VALENÇA,47,24.9,0.4,-22.35805555,19.4,31.9,RJ,1.4,A611,-43.69555555
80,2018-01-29,VALENÇA,62,24.9,0,-22.35805555,21.9,30.4,RJ,1.5,A611,-43.69555555
89.8,2018-01-30,VALENÇA,82,21.7,32.4,-22.35805555,21.1,24,RJ,1.4,A611,-43.69555555
82.3,2018-01-31,VALENÇA,60,21.6,13.8,-22.35805555,18.9,26.2,RJ,1.5,A611,-43.69555555
78.5,2018-02-01,VALENÇA,44,21.9,0.2,-22.35805555,16.7,29.5,RJ,1.5,A611,-43.69555555
76.1,2018-02-02,VALENÇA,46,23.1,0.2,-22.35805555,18.5,29.7,RJ,1,A611,-43.69555555
73.8,2018-02-03,VALENÇA,44,23.6,0,-22.35805555,19.8,29.7,RJ,2.3,A611,-43.69555555
75,2018-02-04,VALENÇA,60,22.3,0,-22.35805555,20.6,25.6,RJ,1.9,A611,-43.69555555
89.5,2018-02-05,VALENÇA,77,20,2,-22.35805555,18.7,22,RJ,0.6,A611,-43.69555555
85.7,2018-02-06,VALENÇA,60,21.5,12.4,-22.35805555,19,28,RJ,1,A611,-43.69555555
82.7,2018-02-07,VALENÇA,55,23,13.4,-22.35805555,20.3,28.8,RJ,1,A611,-43.69555555
76.7,2018-02-08,VALENÇA,41,24.2,0,-22.35805555,18.6,31.3,RJ,1.2,A611,-43.69555555
76.5,2018-02-09,VALENÇA,45,24.6,0,-22.35805555,19.1,32.3,RJ,1.4,A611,-43.69555555
76.6,2018-02-10,VALENÇA,52,25.9,0,-22.35805555,21.1,32.8,RJ,1.7,A611,-43.69555555
75,2018-02-11,VALENÇA,50,26,1.6,-22.35805555,20,33.3,RJ,1.5,A611,-43.69555555
65.5,2018-02-12,VALENÇA,42,27.5,0,-22.35805555,23.7,32.8,RJ,2.4,A611,-43.69555555
80.3,2018-02-13,VALENÇA,57,25.1,0,-22.35805555,22,30.4,RJ,1.1,A611,-43.69555555
82.9,2018-02-14,VALENÇA,56,23.7,10.2,-22.35805555,20.8,29.2,RJ,1.3,A611,-43.69555555
80.4,2018-02-15,VALENÇA,50,23.3,1.4,-22.35805555,19,30.1,RJ,1.6,A611,-43.69555555
75.3,2018-02-16,VALENÇA,43,24.3,0.2,-22.35805555,21.2,30.6,RJ,1.4,A611,-43.69555555
76.4,2018-02-17,VALENÇA,43,24.2,0,-22.35805555,20,31.3,RJ,1.4,A611,-43.69555555
82.3,2018-02-18,VALENÇA,54,23.2,0,-22.35805555,20.9,30.5,RJ,1.5,A611,-43.69555555
86,2018-02-19,VALENÇA,59,22.7,30.6,-22.35805555,19.1,30.1,RJ,1.5,A611,-43.69555555
80.3,2018-02-20,VALENÇA,51,25.1,16.2,-22.35805555,22.1,31.5,RJ,2,A611,-43.69555555
83.3,2018-02-21,VALENÇA,59,24.7,0.2,-22.35805555,22.9,30.9,RJ,2,A611,-43.69555555
85.8,2018-02-22,VALENÇA,60,24.3,52.2,-22.35805555,21.6,31,RJ,1.3,A611,-43.69555555
87,2018-02-23,VALENÇA,67,22.9,43.8,-22.35805555,20.7,27.3,RJ,1.3,A611,-43.69555555
79.2,2018-02-24,VALENÇA,57,23.1,0,-22.35805555,20.4,27.8,RJ,1.4,A611,-43.69555555
79.9,2018-02-25,VALENÇA,63,23.1,0.2,-22.35805555,20.5,26.6,RJ,1,A611,-43.69555555
86.8,2018-02-26,VALENÇA,68,23.1,0,-22.35805555,21.4,25.8,RJ,0.9,A611,-43.69555555
84.8,2018-02-27,VALENÇA,61,23.2,5.2,-22.35805555,20.3,30.2,RJ,1.5,A611,-43.69555555
86,2018-02-28,VALENÇA,59,23.9,19.6,-22.35805555,20.9,31.3,RJ,1.3,A611,-43.69555555
82,2018-03-01,VALENÇA,56,24.9,13.4,-22.35805555,21,30.8,RJ,1.1,A611,-43.69555555
83.7,2018-03-02,VALENÇA,54,25.1,0.2,-22.35805555,21.4,32.5,RJ,0.9,A611,-43.69555555
80.8,2018-03-03,VALENÇA,50,25.6,8,-22.35805555,22.2,32.4,RJ,1.2,A611,-43.69555555
79.8,2018-03-04,VALENÇA,49,25.7,0.2,-22.35805555,22.7,32.2,RJ,1.3,A611,-43.69555555
81.8,2018-03-05,VALENÇA,57,25.7,2,-22.35805555,23,31.9,RJ,1.3,A611,-43.69555555
78.4,2018-03-06,VALENÇA,53,25.8,0.2,-22.35805555,22.2,31.3,RJ,1.4,A611,-43.69555555
81.1,2018-03-07,VALENÇA,56,25.3,0,-22.35805555,20.8,31.8,RJ,1.3,A611,-43.69555555
89,2018-03-08,VALENÇA,79,23.1,6.2,-22.35805555,22.6,24.8,RJ,1.3,A611,-43.69555555
82,2018-03-09,VALENÇA,65,22.9,19,-22.35805555,20.4,27.7,RJ,1.9,A611,-43.69555555
83.6,2018-03-10,VALENÇA,59,23.6,0.2,-22.35805555,20.8,30.6,RJ,1.3,A611,-43.69555555
82.2,2018-03-11,VALENÇA,55,24.6,14.8,-22.35805555,21.9,30.7,RJ,1.2,A611,-43.69555555
77.3,2018-03-12,VALENÇA,39,24.5,0.2,-22.35805555,19.4,32.9,RJ,1,A611,-43.69555555
81.9,2018-03-13,VALENÇA,59,24.1,0,-22.35805555,20,29.7,RJ,0.7,A611,-43.69555555
78.4,2018-03-14,VALENÇA,52,26,0,-22.35805555,20.8,33.3,RJ,1.4,A611,-43.69555555
79.9,2018-03-15,VALENÇA,63,26,32,-22.35805555,21.1,31.5,RJ,1.8,A611,-43.69555555
82.1,2018-03-16,VALENÇA,57,25.6,0,-22.35805555,23,32.3,RJ,1.5,A611,-43.69555555
80.2,2018-03-17,VALENÇA,62,25.2,0,-22.35805555,23.2,29.7,RJ,1.9,A611,-43.69555555
79.1,2018-03-18,VALENÇA,53,24.9,0,-22.35805555,21.1,30.9,RJ,1.1,A611,-43.69555555
76.7,2018-03-19,VALENÇA,46,26.3,0,-22.35805555,21.3,34.1,RJ,1.4,A611,-43.69555555
79.2,2018-03-20,VALENÇA,50,25.8,0,-22.35805555,21.4,33.4,RJ,1,A611,-43.69555555
81.5,2018-03-21,VALENÇA,59,24.2,0.6,-22.35805555,21.5,29.3,RJ,0.9,A611,-43.69555555
85.6,2018-03-22,VALENÇA,64,23.2,23.6,-22.35805555,20.8,28.6,RJ,0.8,A611,-43.69555555
79.4,2018-03-23,VALENÇA,51,24.5,0.2,-22.35805555,19.9,31,RJ,1,A611,-43.69555555
72.8,2018-03-24,VALENÇA,47,24.9,0,-22.35805555,22.3,29.8,RJ,2.4,A611,-43.69555555
69.1,2018-03-25,VALENÇA,50,25.1,0,-22.35805555,21.2,30.2,RJ,2.3,A611,-43.69555555
74,2018-03-26,VALENÇA,49,24.9,0,-22.35805555,21.1,30.7,RJ,2.2,A611,-43.69555555
76,2018-03-27,VALENÇA,45,23.9,0,-22.35805555,19.5,30.2,RJ,1.5,A611,-43.69555555
78.4,2018-03-28,VALENÇA,48,22.8,0,-22.35805555,17.6,29.7,RJ,1.2,A611,-43.69555555
75.7,2018-03-29,VALENÇA,44,23.5,0,-22.35805555,19,30,RJ,1.3,A611,-43.69555555
77.7,2018-03-30,VALENÇA,49,23.2,0,-22.35805555,18.4,29.4,RJ,1.3,A611,-43.69555555
76.5,2018-03-31,VALENÇA,51,23.5,0,-22.35805555,19.3,30,RJ,2,A611,-43.69555555
75.4,2018-04-01,VALENÇA,55,24.4,0,-22.35805555,20.6,30.3,RJ,2.1,A611,-43.69555555
79.1,2018-04-02,VALENÇA,52,24.6,0,-22.35805555,21.4,31.3,RJ,1.4,A611,-43.69555555
83.8,2018-04-03,VALENÇA,60,24.2,8.4,-22.35805555,21.3,30.1,RJ,1.2,A611,-43.69555555
82.7,2018-04-04,VALENÇA,56,22.6,36.4,-22.35805555,19.2,29,RJ,1.2,A611,-43.69555555
80.8,2018-04-05,VALENÇA,57,23.9,0.2,-22.35805555,20.9,29.5,RJ,1.1,A611,-43.69555555
80,2018-04-06,VALENÇA,56,24,0,-22.35805555,21.4,29.5,RJ,1.3,A611,-43.69555555
