DT_MEDICAO,TEMP_MIN,TEMP_MED,TEMP_MAX,CHUVA,UMID_MIN,UMID_MED,VEL_VENTO_MED
2017-01-01,24.4,30.3,38.6,3.6,32,61.2,2.8
2017-01-02,25.9,29.7,35.0,0.0,45,65.1,2.5
2017-01-03,23.5,27.8,33.7,0.0,53,73.4,2.1
2017-01-04,21.7,28.5,36.9,49.8,39,70.1,2.2
2017-01-05,24.2,28.1,38.2,0.0,30,67.9,1.9
2017-01-06,21.9,28.2,33.5,14.8,45,73.9,2.9
2017-01-07,24.0,27.5,34.8,0.0,46,79.3,2.3
2017-01-08,23.3,27.9,34.3,13.2,42,71.0,2.5
2017-01-09,25.5,29.7,37.6,0.0,34,58.9,2.6
2017-01-10,25.7,,35.2,,36,60.4,2.8
2017-01-11,24.5,27.1,34.9,0.0,42,71.8,2.5
2017-01-12,23.1,25.7,28.9,3.6,67,83.5,1.7
2017-01-13,23.7,25.4,28.5,1.4,67,86.1,0.6
2017-01-14,22.9,26.9,31.8,19.6,51,77.2,1.6
2017-01-15,23.3,26.6,32.8,0.0,50,78.6,1.8
2017-01-16,22.2,27.6,34.9,5.0,40,72.8,2.3
2017-01-17,24.9,29.2,34.0,0.0,38,56.2,3.4
2017-01-18,25.6,29.4,35.9,0.0,31,55.3,3.3
2017-01-19,23.1,26.0,30.7,0.0,49,80.6,1.6
2017-01-20,22.3,25.4,31.2,0.4,57,80.6,2.0
2017-01-21,22.9,26.4,32.4,0.0,44,75.3,2.2
2017-01-22,22.2,26.5,34.3,0.0,37,74.6,2.6
2017-01-23,22.6,26.9,34.6,11.2,38,73.9,2.3
2017-01-24,23.3,27.8,35.6,0.0,36,67.5,2.5
2017-01-25,25.1,28.2,36.3,0.0,37,66.3,2.6
2017-01-26,21.9,28.6,36.1,21.2,41,67.4,2.7
2017-01-27,23.7,28.2,36.1,2.4,35,73.0,2.8
2017-01-28,24.0,28.6,36.0,0.0,28,72.5,2.4
2017-01-29,23.6,28.3,34.3,0.0,40,68.6,1.5
2017-01-30,22.9,26.8,33.9,0.8,40,73.8,2.0
2017-01-31,21.4,25.8,33.2,12.6,40,75.8,1.5
2017-02-01,22.2,26.1,32.7,14.2,43,74.5,1.4
2017-02-02,22.0,26.8,34.4,0.0,39,69.8,2.1
2017-02-03,22.4,27.4,33.9,42.2,45,70.0,2.5
2017-02-04,25.7,28.2,33.7,0.0,49,63.8,2.9
2017-02-05,24.5,27.8,34.6,0.0,46,67.7,2.5
2017-02-06,25.3,28.7,35.1,0.0,40,63.2,3.3
2017-02-07,24.7,28.1,32.3,0.0,50,69.7,2.9
2017-02-08,24.1,26.8,30.8,18.8,52,76.1,2.8
2017-02-09,20.9,25.6,30.6,0.0,45,72.7,1.6
2017-02-10,21.6,26.2,33.5,0.0,42,75.5,1.5
2017-02-11,22.3,28.1,35.4,4.8,29,66.8,2.3
2017-02-12,23.4,29.2,35.1,0.0,29,58.7,3.2
2017-02-13,24.1,29.0,34.5,0.0,34,54.4,3.5
2017-02-14,21.3,28.5,35.3,0.0,31,59.0,2.8
2017-02-15,22.9,28.7,35.7,0.0,28,60.4,2.7
2017-02-16,22.3,27.5,35.0,0.0,24,65.5,2.1
2017-02-17,20.6,27.6,37.0,0.0,27,65.1,2.4
2017-02-18,21.9,27.8,37.3,0.0,29,67.3,2.6
2017-02-19,20.9,27.5,38.0,0.0,24,68.7,2.4
2017-02-20,22.0,27.6,36.3,0.0,29,69.4,2.5
2017-02-21,21.8,27.7,35.4,0.0,30,63.9,2.1
2017-02-22,21.7,28.4,35.5,0.0,31,59.4,2.4
2017-02-23,23.5,29.5,37.4,0.0,27,54.2,2.8
2017-02-24,23.2,28.9,37.0,0.0,28,58.3,2.8
2017-02-25,20.6,24.6,29.6,42.2,55,79.0,1.8
2017-02-26,23.3,25.4,29.7,0.8,63,80.0,1.4
2017-02-27,22.6,26.3,32.3,1.6,43,74.1,2.1
2017-02-28,23.9,27.4,33.8,0.0,43,68.1,2.6
2017-03-01,23.1,28.9,36.0,0.0,32,62.3,2.7
2017-03-02,24.9,28.7,34.0,0.0,48,64.9,2.5
2017-03-03,23.7,27.1,36.3,0.6,40,73.2,2.3
2017-03-04,22.5,28.4,36.0,6.0,36,66.8,2.0
2017-03-05,24.8,28.6,36.2,0.0,33,66.5,1.8
2017-03-06,23.0,26.1,31.3,9.4,63,82.8,1.8
2017-03-07,24.4,27.0,32.2,4.6,57,81.2,2.1
2017-03-08,23.6,25.9,31.1,6.8,60,85.5,1.2
2017-03-09,22.8,27.6,34.4,2.4,40,74.7,1.3
2017-03-10,23.9,29.2,35.9,0.2,37,64.6,2.7
2017-03-11,24.1,28.4,34.9,0.0,35,68.5,2.5
2017-03-12,23.3,28.5,36.6,0.0,27,67.2,1.9
2017-03-13,23.4,27.5,31.8,0.0,47,67.2,3.3
2017-03-14,22.5,25.8,29.9,11.8,63,83.7,1.5
2017-03-15,23.1,26.7,32.6,0.2,43,74.3,1.4
2017-03-16,21.9,27.7,34.1,0.2,34,64.0,2.2
2017-03-17,22.6,27.5,34.3,0.0,40,67.5,3.3
2017-03-18,22.0,24.6,29.3,14.4,63,83.5,2.1
2017-03-19,20.5,21.4,23.2,20.8,79,89.6,2.1
2017-03-20,20.0,22.5,27.9,20.8,49,79.4,1.9
2017-03-21,17.9,22.3,28.4,0.0,46,77.9,1.9
2017-03-22,18.5,22.9,28.2,0.0,56,80.0,2.0
2017-03-23,17.9,22.9,29.3,0.0,46,76.6,1.6
2017-03-24,18.7,24.2,32.3,0.0,35,72.5,2.1
2017-03-25,19.8,24.6,29.7,0.0,52,73.8,2.7
2017-03-26,19.5,23.9,29.3,0.0,52,78.5,1.9
2017-03-27,19.2,23.5,29.2,0.0,53,78.8,1.8
2017-03-28,21.3,23.1,27.5,4.2,63,85.7,1.8
2017-03-29,19.8,22.7,26.6,8.6,56,80.1,1.8
2017-03-30,18.6,22.7,28.0,4.4,44,77.0,1.7
2017-03-31,19.1,22.3,26.8,1.2,51,77.3,2.3
2017-04-01,17.2,22.2,27.9,0.0,47,73.9,2.1
2017-04-02,18.0,21.9,28.0,4.4,52,81.7,1.7
2017-04-03,18.5,23.0,29.8,0.2,45,75.7,1.9
2017-04-04,19.5,24.9,32.2,0.0,42,72.9,1.7
2017-04-05,20.2,26.8,33.3,0.0,34,61.5,2.8
2017-04-06,25.1,28.2,34.6,0.0,37,58.8,2.8
2017-04-07,22.8,25.1,30.6,0.8,63,85.0,1.6
2017-04-08,22.8,25.1,29.3,17.8,68,86.3,1.7
2017-04-09,22.3,25.8,30.9,0.2,57,82.5,1.3
2017-04-10,21.4,26.0,32.8,0.0,46,79.2,1.2
2017-04-11,22.7,26.9,33.1,0.0,43,73.9,2.0
2017-04-12,21.6,23.9,29.6,0.0,63,86.6,2.0
2017-04-13,20.7,21.4,23.9,10.4,79,91.2,1.6
2017-04-14,20.0,23.5,28.4,1.2,58,79.7,1.1
2017-04-15,19.6,24.7,31.1,0.2,46,76.0,2.1
