UMID_MED,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,VL_LATITUDE,TEMP_MIN,TEMP_MAX,UF,VEL_VENTO_MED,CD_ESTACAO,VL_LONGITUDE
71,2021-01-01,CAMBUCI,40,,0,-21.58749999,21.9,35.6,RJ,1.3,A604,-41.95833333
,2021-01-02,CAMBUCI,,,,-21.58749999,,,RJ,,A604,-41.95833333
,2021-01-03,CAMBUCI,,,,-21.58749999,,,RJ,,A604,-41.95833333
,2021-01-04,CAMBUCI,,,,-21.58749999,,,RJ,,A604,-41.95833333
,2021-01-05,CAMBUCI,,,,-21.58749999,,,RJ,,A604,-41.95833333
,2021-01-06,CAMBUCI,,,,-21.58749999,,,RJ,,A604,-41.95833333
75.5,2021-01-07,CAMBUCI,43,27.8,,-21.58749999,,35.8,RJ,1,A604,-41.95833333
74.1,2021-01-08,CAMBUCI,44,28.1,2.4,-21.58749999,23.2,34.9,RJ,1.2,A604,-41.95833333
76.6,2021-01-09,CAMBUCI,46,27.9,0,-21.58749999,23.6,34.5,RJ,1.1,A604,-41.95833333
75.8,2021-01-10,CAMBUCI,51,27.8,5.8,-21.58749999,24.8,34.3,RJ,1.3,A604,-41.95833333
72.2,2021-01-11,CAMBUCI,50,27.7,0.4,-21.58749999,24.8,33.7,RJ,1.6,A604,-41.95833333
72.2,2021-01-12,CAMBUCI,49,27.1,0,-21.58749999,22.1,34,RJ,1.4,A604,-41.95833333
67.5,2021-01-13,CAMBUCI,42,27.1,0,-21.58749999,22.7,34,RJ,1.7,A604,-41.95833333
68.4,2021-01-14,CAMBUCI,39,26.9,0,-21.58749999,21.7,33.2,RJ,1.9,A604,-41.95833333
70.4,2021-01-15,CAMBUCI,43,26.7,0,-21.58749999,21,33.1,RJ,1.7,A604,-41.95833333
67.7,2021-01-16,CAMBUCI,37,,0,-21.58749999,21.2,32.8,RJ,2,A604,-41.95833333
65.4,2021-01-17,CAMBUCI,29,26.8,,-21.58749999,20,34.5,RJ,1.3,A604,-41.95833333
68.5,2021-01-18,CAMBUCI,32,26.5,0,-21.58749999,19.2,34.9,RJ,1.2,A604,-41.95833333
67,2021-01-19,CAMBUCI,29,27.3,0,-21.58749999,19.7,36.1,RJ,1.2,A604,-41.95833333
62.6,2021-01-20,CAMBUCI,30,27.2,0,-21.58749999,20.4,34.5,RJ,1.6,A604,-41.95833333
64.1,2021-01-21,CAMBUCI,32,27.1,0,-21.58749999,20.5,33.8,RJ,1.9,A604,-41.95833333
65.5,2021-01-22,CAMBUCI,41,27,0,-21.58749999,20.5,32.9,RJ,2.1,A604,-41.95833333
67.4,2021-01-23,CAMBUCI,36,26.6,0,-21.58749999,20.5,32.4,RJ,2.2,A604,-41.95833333
66,2021-01-24,CAMBUCI,31,26.3,0,-21.58749999,19.4,33,RJ,1.6,A604,-41.95833333
67.1,2021-01-25,CAMBUCI,34,26.6,0,-21.58749999,19.7,34.6,RJ,1.7,A604,-41.95833333
64.4,2021-01-26,CAMBUCI,30,,0,-21.58749999,20.9,35.1,RJ,1.4,A604,-41.95833333
63.9,2021-01-27,CAMBUCI,28,27.6,,-21.58749999,19.9,35.9,RJ,1.3,A604,-41.95833333
64,2021-01-28,CAMBUCI,26,27.8,0,-21.58749999,19.9,37.5,RJ,1,A604,-41.95833333
65.9,2021-01-29,CAMBUCI,31,27.8,0,-21.58749999,20.4,36.5,RJ,1,A604,-41.95833333
62.8,2021-01-30,CAMBUCI,29,28.5,0,-21.58749999,21.4,36.4,RJ,1.3,A604,-41.95833333
64.7,2021-01-31,CAMBUCI,31,27.5,0,-21.58749999,20.2,35.5,RJ,1.3,A604,-41.95833333
67.5,2021-02-01,CAMBUCI,32,27.6,0,-21.58749999,20.8,35.9,RJ,1.4,A604,-41.95833333
67.4,2021-02-02,CAMBUCI,33,27.3,0,-21.58749999,21.5,35.2,RJ,1.4,A604,-41.95833333
64.8,2021-02-03,CAMBUCI,30,28,0,-21.58749999,20.6,36.4,RJ,1.6,A604,-41.95833333
63.2,2021-02-04,CAMBUCI,30,28.8,0,-21.58749999,21.4,37.3,RJ,1.4,A604,-41.95833333
71,2021-02-05,CAMBUCI,46,27.3,0,-21.58749999,22.7,33.1,RJ,1.1,A604,-41.95833333
82.3,2021-02-06,CAMBUCI,60,,0.8,-21.58749999,22.9,30.5,RJ,1.5,A604,-41.95833333
90.6,2021-02-07,CAMBUCI,72,21.9,,-21.58749999,20.4,25.2,RJ,1,A604,-41.95833333
84.4,2021-02-08,CAMBUCI,60,23,7.4,-21.58749999,20.5,27.4,RJ,1.1,A604,-41.95833333
83.3,2021-02-09,CAMBUCI,58,23.2,0,-21.58749999,20.1,28.7,RJ,1,A604,-41.95833333
78.9,2021-02-10,CAMBUCI,44,24.8,5.8,-21.58749999,20.9,31.8,RJ,1,A604,-41.95833333
76.3,2021-02-11,CAMBUCI,46,26.3,3,-21.58749999,23.2,33.1,RJ,1.3,A604,-41.95833333
78.7,2021-02-12,CAMBUCI,60,25.9,0,-21.58749999,23.2,29.5,RJ,0.8,A604,-41.95833333
80.1,2021-02-13,CAMBUCI,51,26.1,0,-21.58749999,22.4,31.5,RJ,0.7,A604,-41.95833333
73,2021-02-14,CAMBUCI,43,27.3,0,-21.58749999,23.5,33.4,RJ,1,A604,-41.95833333
78.5,2021-02-15,CAMBUCI,47,26,1.4,-21.58749999,22.8,33.1,RJ,1.1,A604,-41.95833333
77.3,2021-02-16,CAMBUCI,45,25.8,0.6,-21.58749999,20.4,33.4,RJ,1.3,A604,-41.95833333
75.3,2021-02-17,CAMBUCI,47,,0,-21.58749999,21.6,33.8,RJ,0.9,A604,-41.95833333
76,2021-02-18,CAMBUCI,50,26.3,,-21.58749999,21.9,32.9,RJ,1.4,A604,-41.95833333
85.7,2021-02-19,CAMBUCI,68,25.1,33,-21.58749999,22,28.8,RJ,1.1,A604,-41.95833333
80.5,2021-02-20,CAMBUCI,57,26.3,0,-21.58749999,22.5,31.7,RJ,1.3,A604,-41.95833333
79,2021-02-21,CAMBUCI,48,26.3,1.4,-21.58749999,22.4,32.6,RJ,1.2,A604,-41.95833333
79.5,2021-02-22,CAMBUCI,44,25.8,0.4,-21.58749999,23.7,33.5,RJ,1.3,A604,-41.95833333
